id	creator	title	model
und:nv935140x2t	Brandon R. Sepulvado	Disentangling Cultural Homophily from Confounding Mechanisms	Etd
und:nv935141k3b	Mohammed S. Kamel	Aero-Optical Prediction of High-Reynolds Number Flows Using Wall-Modeled Large-Eddy Simulation	Etd
und:nz805x2464p	Li Guo	Adaptive Signal Processing for Multi-User Wireless Communications	Etd
und:nz805x24593	Eric William Smith	Turbulence, Stability, and Imaging of Gas-Liquid Flows	Etd
und:nz805x24620	Andrew Steven Yoder	The Effects of Stress Inoculation on Stress Reactivity and Depression in Emerging Adults	Etd
und:nz805x24651	Jonathan Adrial Diaz	Cantiche	Etd
und:nz805x2479q	Emily Vanderbleek	A Dimensional Perspective on the Associations between Personality Disorder and Childhood Adversity	Etd
und:p2676t07d95	Karen Louise Hibbard	A Genetic Screen To Identify Genes Affecting The Biogenesis Of Rhodopsin	Etd
und:p2676t07g2c	Joseph Allen Van Nausdle	Effects of Hydroxyapatite Morphology on MC3T3-E1 Osteoblast-Like Cells	Etd
und:p2676t07g42	Zongyang Hu	GaN HEMTs and MOSHEMTs for Power Switching Applications	Etd
und:p2676t07g11	Sarrah Marie Dunham-Cheatham	Biomineralization and Biosorption Involving Bacteria: Metal Phosphate Precipitation and Mercury Adsorption Experiments	Etd
und:p5547p90q2t	Erica Jean Kistner	A Grasshopper and Its Fungal Pathogen: A Model System for Disease Dynamics	Etd
und:p5547p90q35	James R Young	Essays on the Forward Premium Anomaly	Etd
und:p5547p90r6h	Brett Lantz	Virtual or Reality? Elements of Masculinities Across Video Game Play Contexts	Etd
und:p5547p90r7v	Paul Edward Cunningham	The House of the Tree of Sores	Etd
und:p8418k7401t	Robert McKeon	Three-Dimensional Face Imaging and Recognition: A Sensor Design and Comparative Study	Etd
und:p8418k7416v	Anne Siebels Peterson	Hylomorphism in Aristotle's Metaphysics: Constituent Ontology without Derivative Diversification	Etd
und:p8418k7413t	Elizabeth Ann Kerr	Damage Mechanisms and Repairability of High Strength Concrete Exposed to Elevated Temperatures	Etd
und:p8418k74145	Adam Christopher Beck	STM Investigation of Phthalocyanines as Possible Building Blocks for Quantum-Dot Cellular Automata	Etd
und:pc289g5785j	Andrew J Peterson	Understanding Election Violence in Burundi	Etd
und:pc289g5798w	Di Liang	High-Index-Contrast Ridge Waveguide Devices for Integrated Photonic and Optoelectronic Applications	Etd
und:pc289g57935	JohnChristopher Adorno Keller	Telling the Whole Truth: The Role of Paraphrase in Philosophical Inquiry	Etd
und:pc289g57997	Sarah Elizabeth Roth	Historical Bodies	Etd
und:pg15bc40j84	Amy Kathleen Nuttall	Identifying Patterns of Adaptive and Destructive Parentification in Childhood	Etd
und:pg15bc40j9g	Michael F Penta	The Ol' Ball and Chain: Negative Effect of Intimate Long Distance Relationships on New Tie Formation in Personal Networks	Etd
und:pg15bc40j7s	Caroline Christie Maloney	Art in the Third Space: Hybridity and Proteanism in the Life and Paintings of Pamela Colman Smith	Etd
und:pg15bc4181h	Yongho Francis Lee	Bonaventure and Chinul: Christian and Buddhist Models for Integration of the Intellectual and Spiritual Life<strong></strong>	Etd
und:pk02c823t6h	Julie W Dallavis	Religious High Schools and Gender Socialization: Examining Postsecondary Outcomes of College Degree and Choice of Major	Etd
und:pk02c823t7v	Curtis Alan Holliman	Continuity Properties of the Data-To-Solution Map for the Hunter-Saxton Equation	Etd
und:pk02c823w1d	Katie Ann-Marie Bugyis	Ministers of Christ: Benedictine Women Religious in Central Medieval England	Etd
und:pk02c823w02	Gilberto Libanio	Three Essays on Aggregate Demand and Growth	Etd
und:pn89d507483	Su Su	Decentralized Damage Detection in Civil Infrastructure Using Multi-Scale Wireless Sensor Networks	Etd
und:pn89d50747r	Saivenkataraman Jayaraman	Computing thermodynamic and transport properties of Room Temperature Ionic Liquids and Molten Salts from atomistic simulations.	Etd
und:pn89d50750n	Benjamin Lewis Fitzpatrick	Negroes for Sale: The Slave Trade in Antebellum Kentucky	Etd
und:pr76f190c8j	Douglas Robert Rice	Molecular Imaging Using Nanoparticles and Small Molecules	Etd
und:pr76f190c9w	Kevin Tvrdy	Electron Transfer Reactions in Quantum Dot Sensitized Solar Cells	Etd
und:pr76f190f3f	Farzad Talebi	Stochastic Multipath Modeling of Wideband Polarized MIMO Channels	Etd
und:pr76f190f23	Christina Di Gangi	Lydgate's Mesure: The <i>Echecs Amoureux</i>  Tradition and the Theme of the <i>Fall of Princes</i>	Etd
und:pr76f190f54	Wann-Jiun Ma	Learning and Optimization for Smart Power Grids	Etd
und:pv63fx73n8f	Matthew D Landrigan	Evaluation of Methods for Measuring Microdamage Accumulation in Cortical Bone	Etd
und:pv63fx73p1b	Elizabeth Lee-Ellen Munnich	Essays in Health Economics	Etd
und:pv63fx73p31	Steven J Kurtz	Nanomagnet Logic: Architectures, Design, and Benchmarking	Etd
und:pv63fx73n73	Weiye Chen	Penalized Methods and Their Applications to Genetic Research and Economic Forecasting	Etd
und:pv63fx73p2p	Nathan Winshp Smith	Chien D'Aveugle	Etd
und:pv63fx73q51	Michael Arthur	Separation Control Using Plasma Actuators in a High Pressure Bend	Etd
und:pz50gt5702b	Ronghui Zhou	Micro-Fluidics of Micro- and Nano-Colloidal Suspensions: Designing Future Miniature Diagnostic Devices	Etd
und:pz50gt57041	Joshua David Cameron	Stall Inception in a High-Speed Axial Compressor	Etd
und:pz50gt56z95	Sajanish Muchiruparambil Balagopal	Counter-Flow Ionic Wind for Heat Transfer Enhancement	Etd
und:pz50gt5709r	Joseph Anthony Giambrone	"The One Who Did Mercy": Sacramental Charity, Creditor Christology, and the Economy of Salvation in Luke's Gospel	Etd
und:pz50gt57072	Enrique Pacis Blair	The Theory and Modeling of Power Dissipation and Quantum Decoherence in Molecular Quantum-dot Cellular Automata (QCA)	Etd
und:pz50gt5715p	Christopher Dant	Worthy Sons	Etd
und:pz50gt5710z	Nikolaus G. Kleber	Analysis of CSIR for an OFDM System Limited by a Frequency-Hopping Interferer	Etd
und:q237hq4075x	Gergo Peter Szakmany	Antenna-Coupled Nanowire Thermocouple for Infrared Detection	Etd
und:q237hq4074k	Adam Edwin Smith	Evaluation of Passive Boundary Layer Flow Control Techniques for Aero-Optic Mitigation	Etd
und:q237hq40737	Aaron Allen Huus	Modern Computing Paradigms: Mobile Applications and Infrastructure as Code	Etd
und:q237hq4087x	Daniel P. Castillo	Foundations for an Ecological Theology of Liberation: Gustavo Guti&eacute;rrez's Concept of Integral Liberation, Political Ecology, and Salvation	Etd
und:q524jm23j1x	Christopher John Hausmann	Profound Encounters: How Groups Cultivate Extraordinary Experiences of Social Realities	Etd
und:q524jm23j0k	Benjamin Daniel Hunt	Knee Simulation, Creep, and Friction Tests of Poly(vinyl alcohol) Hydrogels Manufactured Using Injection Molding and Solution Casting	Etd
und:q524jm23j4z	Marcee Marie Turner	Multicultural Teacher Attitudes and Cultural Sensitivity: an Initial Exploration of the Experiences of Individuals in a Unique Alternative Teacher Certification Program	Etd
und:q524jm23h9c	Pavithra C Tiruppathi	Molecular Dynamics Simulations of Ionic Liquid Nanodroplets in Electric Fields	Etd
und:q524jm23j70	Terrance Garret Travis	Glitterworld: A Novel (Excerpted)	Etd
und:q524jm23j9p	Jeffrey Morgan	Singular Self-Awareness with the Searcher of Hearts: Conscience in the Thought of Kant, Kierkegaard, and Barth	Etd
und:q524jm23j6n	Christopher D'Andrea	Analysis of Ground Level Events, Solar Flares, and Forbush Decreases	Etd
und:q811kh06s6d	Michael Edward Swoboda	The Sensory Garden and Playscape: Applying Principles of Design to Create Effective Outdoor Multi-Activity and Multi-Sensory Environments for Use at Institutions That Treat Children with a Broad Range of Special Needs with a Particular Focus on Autism Spectrum Disorder	Etd
und:q811kh06s7r	Andrew Kent Rider	Data and Network Science for Noisy Heterogeneous Systems	Etd
und:qb98mc90240	Damian Francis Zurro	We All Work in Common: Medieval Cistercian Lay Brothers in the Twelfth and Thirteenth Centuries	Etd
und:qb98mc9025b	Constance Lynne Slaboch	Mechanical Characterization and Simulation of Murine Thrombi	Etd
und:qb98mc9026p	Jay Nicholas Roudebush	The Fence Line: Concerning the Human Interface	Etd
und:qb98mc9029q	Scott Brady Kissick	The Her(m)etic Body: Mythology, Religion and Sexuality in Virgilio Pi era's "La carne de Ren "	Etd
und:qb98mc9030x	Sandra Springer	Characterization of Microglial Activation and ID Expression during Retinal Regeneration	Etd
und:qb98mc90391	Lester Stephens	Declamatory Language and Structure in Tacitus' Dialogus	Etd
und:qb98mc9049b	Troy Aiken	Through the World of Replication and Consumption	Etd
und:qf85n873c62	Alexander Arnold	An Essay on Evidence	Etd
und:qf85n873c5q	Randy Jeffrey	Effects of the Anti-Androgen Bicalutamide on Prostate Cancer Cells	Etd
und:qf85n873b9s	John Milton LaBarge, III	Rapid Infrastructure Digitization to Support High-Fidelity Hurricane Risk Assessment	Etd
und:qf85n873f0m	John W. McCormack	Wounded Faith: Monarchy and Memory in the French Wars of Religion, 1559-1629	Etd
und:qj72p556m6t	Seemit Praharaj	Particle Migration in Confined Shear Flows	Etd
und:qj72p556m8h	Brian T Hayden	Better Understanding Type Ia Supernovae With the Goal of Making Them More Reliable Distance Indicators	Etd
und:qj72p556m75	Levi Bronson Sanchez	Legends of Robert Alvarez and Collected Stories	Etd
und:qj72p556p1q	Eleanor Everett Pettus	Reforming Boys: The English Reformation and the Conversion of Humanism	Etd
und:qj72p556p0c	Ryan Matthew Connaughton	Physics and Visualization in Swarm Agent Modeling	Etd
und:qj72p556r1b	Vaibhav Katewa	Analysis and Design of Multi-Agent Systems under Communication and Privacy Constraints	Etd
und:qj72p556t5b	Caroline Byrd Hornburg	Optimizing Problem Format to Facilitate Children's Understanding of Math Equivalence	Etd
und:qn59q239x7t	Andrew M. Bailey	Person and Animal	Etd
und:qn59q240014	David N. DeJong	A Prophet like Moses: Prophecy and Canon in Early Judaism and Christianity	Etd
und:qn59q239z0q	Shanshan Yan	Design, Syntheses and Biological Evaluation of Novel Cephalosporin and Oxazolidinone-Based Antibiotics	Etd
und:qn59q239z3r	Lionel Obadiah Pittman Jr.	Aerothermal Experiments in Turbine Rim Seals	Etd
und:qr46qz2358h	Hailey Jane LaVoy	'Why have you been silent for so long?': Women's Letter Writing in the Early Middle Ages, 700-900	Etd
und:qr46qz2359v	Mostafa Khoshnevisan	Optimal Resource Allocation in Wireless Communications Subject to Several Power and Eneregy Constraints	Etd
und:qr46qz2370c	Hector Guillen Ahlers	Sulindac Treatment and Fas Deletion: Effects on a Colon Cancer Mouse Model	Etd
und:qr46qz2373d	Ciara Máire Conneely	Representation and Relocation: Aspects of Migration in an Irish and Francophone African Context	Etd
und:qr46qz23722	John Thomas Markiewicz	Development of a Vinylogous Horner-Wadsworth-Emmons Reagent: Syntheses of Siloxy Dienes, Aryl Amines and Medicinally Active Compounds	Etd
und:m900ns08d68	Kara Marie Harmatys	Fluorescence Molecular Imaging and Photothermal Therapy Using Small Molecules	Etd
und:m900ns08f3j	Jos&eacute; E Lugo	Integrating Product form Preference into Engineering Design	Etd
und:m900ns08d7m	Stuart Ambler	A Bundle Gerbe Construction of a Spinor Bundle from the Smooth Free Loop of a Vector Bundle	Etd
und:m900ns08f9m	Ethan J Guagliardo	The Limelight of the Idols: Political Theology as Fiction in Renaissance England	Etd
und:m900ns08f4w	Maria-Elena D. Diaz	Asian Embeddedness and Political Participation: An Examination of Social Integration, Asian Heterogeneity, Ethnic Organization, and Asian Voting Behavior	Etd
und:m900ns08f6k	Jill J Bouchard	Ensemble interpretation of domain mobility in modular protein Pin1 by NMR and molecular dynamics	Etd
und:mc87pn91q3j	Lara Ostaric	Between Insight and Judgment: Kant's Conception of Genius and Its Fate in Early Schelling	Etd
und:mc87pn91q26	Lindsay J Haney	Performing Anxiety: Masculinities in Contemporary Irish Literature and Culture	Etd
und:mc87pn91p99	Mark N Mitchell	Essays on the Determinants and Implications of the Choice of Undergraduate Major	Etd
und:mc87pn91q0h	Todd Walatka	The Opening of the Political: Grounding Political Action in Hans Urs Von Balthasar's Theodramatic Christology Through an Engagement with the Christology of Jon Sobrino	Etd
und:mc87pn91q6k	Shiva Prasad Kotagiri	State-Dependent Networks with Side Information and Partial State Recovery	Etd
und:mc87pn91q1v	Lauren Marie Keane	Sowing the Seeds for Grassroots Growth: How Recruitment Appeals Impact the Calculus of Citizen Engagement	Etd
und:mc87pn91r9x	Thomas A. Metzger	Experimental and Computational Investigation of Bone Marrow Mechanobiology	Etd
und:mg74qj74z9c	Harry Karahalios	Differentiating National Identities: Cultures of Immigration in Europe's Peripheries	Etd
und:mg74qj7506x	Rachel Nduku Masyuko	Correlated Imaging by Confocal Raman Microscopy and Mass Spectrometry for Studying Microbial and Plant Systems: Going Beyond Single Technique Limitations	Etd
und:mg74qj7505k	Carol Elizabeth Akai	Redefining Early Child Neglect: Subthreshold Pathways to Non-Optimal Development	Etd
und:mg74qj7524v	Teng Zhang	Atomistic Simulation of Thermal Transport Physics in Soft Materials	Etd
und:mk61rf5885n	Kent R. Walters	Large Molecular Weight Antifreezes and Related Adaptations in Freeze-Tolerant Alaskan Insects	Etd
und:mk61rf58849	Sara Melissa Stasik	Nosological Placement of Obsessive-Compulsive and Related Disorders: A Comprehensive Structural Analaysis	Etd
und:mk61rf5882m	Karen Cynthia Saavedra	An Exploration into Fault Tree Analysis (FTA) Applied to Rural Drinking Water Systems	Etd
und:mk61rf58818	Benjamin Isaac Huff	Friendship and the Shared Life of Virtue	Etd
und:mk61rf5883z	Ernest Wylie	Crystal chemistry and application development of uranyl extended structure and nanoscale materials and actinyl ion-substituted mineral phases	Etd
und:mp48sb41j8h	Eimear Mary Mullen	The Effect of Soy Isoflavones on Cellular Sterol Regulation	Etd
und:mp48sb41k02	Cynthia Marie Nikolai	SimEOC: A Virtual Emergency Operations Center (vEOC) Simulator for Training and Research	Etd
und:mp48sb41k33	Edwin Siu	The Impact of Gene Copy Number on Plasmodium falciparum Antifolate Drug Susceptibility	Etd
und:mp48sb41m1q	Andrew Brenner	A Defense of Mereological Nihilism	Etd
und:ms35t724v04	Yuping Zhu	Synthesis and Conformational Studies of Isotopically Enriched Saccharides	Etd
und:ms35t724t77	Daniel Govinda Rinzler	Design and Implementation of an FPGA-Based Image Processor: Exploring a Distributed Data Multi-Core Co-Processor Architecture	Etd
und:ms35t724t6w	Joseph William Thompson	Simulation and Analysis of the Impact of Eye Morphology on Iris Recognition	Etd
und:ms35t724t46	Robert Rene Rodriguez	Health Effects of Disclosing Personal Secrets to Accepting Versus Non-Accepting Confidants	Etd
und:ms35t724t3v	Ryan C. Kennedy	Verification and Validation of Agent-based and Equation-based Simulations and Bioinformatics Computing: Identifying Transposable Elements in the <i>Aedes aegypti</i> Genome	Etd
und:ms35t724t5j	Shayna Anne Sura	Impacts of harvesting on brine shrimp (Artemia franciscana) in Great Salt Lake, UT	Etd
und:mw22v40840g	Robin Andrew Joyce	A System to Demonstrate the Bistability of Molecules for Application in a Molecular QCA Cell	Etd
und:mw22v408398	Sarah Gillian Winikoff	The Influence of Marine-Derived Nutrient Subsidies on Streams and Lakes at Izembek National Wildlife Refuge	Etd
und:mw22v408425	Stephanie Anne Ellickson-Larew	Dissociation as a Cross-Cutting Dimension: Relations with Affectivity, Personality, and Psychopathology	Etd
und:mw22v40858j	Andrew W. Klein	Along English Borders: Imagining Transnational English Identity in the Premodern World, 1200-1500	Etd
und:n009w091c07	Bryan Andrew Smith	In Vivo Optical Imaging of Cell Death Using Fluorescent Synthetic Coordination Complexes	Etd
und:n009w091c1k	Ryan Sanford Smith	halcyon is a desolate city / In Every Frame A Mirror	Etd
und:n009w091d58	Jayme Christine Russell	As the World Falls Down	Etd
und:n296ww74m9w	Emma A Lynch	Role and Regulation of the Proteasome in Epithelial Cell Adhesion and Migration	Etd
und:n296ww74n03	Meng Xia	Analysis and Design of Cyber-physical Systems Using Passivity and Passivation	Etd
und:n296ww74p4s	Jin Hao	Aeroacoustics of Small Gaps and Steps in Low-Mach-Number Turbulent Boundary Layers	Etd
und:n296ww74p7t	Jordan Joseph Wales	"Sacrifice" in the Theology of Gregory the Great	Etd
und:n296ww74p1r	Jeffrey M. Patton	Some Consequences of Response Time Model Misspecification in Educational Measurement	Etd
und:n296ww74p23	Andrew Ward	Improved Synthesis of the Novel Anti-Tuberculosis Drug SQ109 and Synthesis of Nitroso-ene Analogs	Etd
und:n583xs57x36	Karen L. Williams	Development of a high throughput impedance measurement device for new materials discovery	Etd
und:n583xs57z0g	Pascal R Deboeck	Using Surrogate Data Analysis to Estimate Tau for Local Linear Approximation of Damped Linear Oscillators	Etd
und:n583xs57x98	Patrick Lawrence Hill	Defining Salience During Reference Object Selection	Etd
und:n583xs57z1t	Kyle Chormanski	Alkyne Substituent Effects in Radicals and Carbocations	Etd
und:n583xs57x8x	Rebeccah Schweers	The Impact of Rumination on Anger and Forgiveness in Marital Relationships	Etd
und:n583xs57x7k	Anees Attarwala	Optimal Process Operations: Valuing Real Options	Etd
und:n583xs5807g	Lindsey Passenger Wieck	Contesting the Mission: The Cultural Politics of Gentrification in Postwar San Francisco	Etd
und:n870zp4167d	Andrew James McGregor Irving	The Eleventh-Century Gospel Books of Montecassino: An Archaeology	Etd
und:n870zp41662	John A. DiTillo	On Solid Ground: Critical Perspective on Peace, Ecology, and Education in the 21st Century	Etd
und:n870zp4165q	Li Zeng	Energy and Charge Transfer of Hyperthermal-Energy Heavy Ions Scattering on Target Surfaces with Low Atomic Mass	Etd
und:n870zp4161b	Florentiu Daniel Cibotaru	Localization Formulae in odd K-theory	Etd
und:n870zp4180m	Joshua A. Gargac	Evaluation of Bone Healing, Damage, and Adaptation Using Computational Modeling and Image Processing Techniques	Etd
und:n870zp4179d	Leonce Fabian Rambau, C.S.Sp.	Paul and His Co-Workers: Equality in Pauline Letters	Etd
und:n870zp4176c	Tony J Cunningham	Stressing Sleep: The Impact of Psychosocial Stress on Sleep and Emotional Memory Consolidation	Etd
und:nc580k24h6v	Kelly Ann McEnerney	Observations and Dynamics of Low Salinity Cold Pools in the Bay of Bengal	Etd
und:nc580k24h2g	Patrick Q Mason	Sinners in the Hands of an Angry Mob:  Violence against Religious Outsiders in the U.S. South, 1865-1910	Etd
und:nc580k24h14	Nathan Robert Elliott	Evolving Science Fictions: Biological Representation in Nineteenth-Century Britain	Etd
und:nc580k24h3t	Gun Sunyeekhan	Equivariant Intersection Theory	Etd
und:ng451g07r3k	Yifei Dai	Subject-Specific Computational Modeling of Spinal Constructs	Etd
und:ng451g07s8m	Dawn Weseli Hopkins	The Genetic Control of Hematopoietic Progenitor Fate in <i>Drosophila</i>	Etd
und:ng451g07s5k	Laura Taylor Johnson	The influence of land use on the role of dissolved organic carbon and nitrogen in stream nutrient processing	Etd
und:ng451g07t1h	James Zokoe, Jr	Investigation of Potassium Containing Glass Coatings as Diesel Soot Oxidation Catalysts	Etd
und:ng451g07s6x	Manshu Yang	Using State-Space Model with Regime Switching to Represent the Dynamics of Facial EMG Data	Etd
und:nk322b9122k	Samara Anne Cahill	"Intelligent Souls": Women, Reason, and Identity in England's "Long" Eighteenth Century	Etd
und:nk322b9123x	Beth Anne McNally	Use of Synthetic Transporters to Facilitate Anion Transport across Vesicle and Cell Membranes	Etd
und:nk322b91170	Karsten Steinhaeuser	Viewing the World Through a Network Lens	Etd
und:nk322b91248	Stephen Robert Grimm	Understanding as an Epistemic Goal	Etd
und:nk322b91217	Wayne L. Buckhanan	Wideband Chip-to-Chip Interconnects for High Performance Computing	Etd
und:nk322b9134k	Andrew P. Baumann	The Relative Influence of Material and Architectural Properties on the Mechanical Behavior of Bone Tissue	Etd
und:nk322b9141v	Brad Vermurlen	Reformed Resurgence: A Field-Theoretic Analysis of Religious Strength (and Weakness) in Advanced Modernity	Etd
und:nk322b91457	Xiao Fang	Measurement and Extrapolation of Total Cross Sections of 12C + 16O Fusion at Stellar Energies	Etd
und:np19377495n	Stephen Michael Little	The Sacramental Poetics of Dante's Commedia	Etd
und:np193774960	Jason Thomas Daly	Lifetime Measurements of Excited States in 19-Neon	Etd
und:np193774b7n	Matthew J Cooper	Structure and Function of Great Lakes Coastal Wetlands	Etd
und:np193774c3k	Lauren Linn Whitnah	Patrons of That Place: The Cults of Anglo-Saxon Saints in Twelfth-Century Northumbria	Etd
und:np193774c0j	Kelcie L. Vercel	Imperfectly Compatible: The Problematic Integration of Leisure and Work in the Lives of Lifestyle Bloggers	Etd
und:np193774b80	Melissa Ann Mitchell	A Comparison of the Diagonal and Cross-Sectional Designs When Assessing Longitudinal Mediation	Etd
und:ns064457m3b	Andrew David Kosal	New Discoveries in Titanium and Phosphorus Mediated Carbonyl Additions	Etd
und:ns064457m6c	Matthew T. Loveland	Civic Congregations: Congregational Dynamics and Individual Civic Involvement	Etd
und:ns064457m4p	Andrea Asztalos	Applications of Random Walks: From Network Exploration to Cellulose Hydrolysis	Etd
und:ns064457m51	David Bruce Stephens	Sound Sources in a Low Speed Ducted Rotor	Etd
und:ns064457m7q	Jonathan J Yip	Can Social Comparison Lead to a Decrease in Prosocial Behavior?	Etd
und:ns064457p7b	Patrick Gamez	Foucault against Ethics: Subjectivity and Critique after Humanism	Etd
und:ns064457p3z	Yaoyi Guan	Radiated Sound and Structural Vibration Induced by Flow over Asymmetrical Trailing Edges	Etd
und:nv935140w2h	Ryne A Gorsuch	Sox2 is necessary and sufficient to induce M&uuml;ller glia reprogramming and proliferation in the regenerating zebrafish retina.	Etd
und:nv935140w3v	Michelle Marie Dolan	Constraints on the Structure, Evolution, and Approach to Thermonuclear Runaway in Intermediate Mass and Massive Stars	Etd
und:nz805x24562	Justin Neil Cross	Tuning Actinide Complexes Through Structure and Oxidation State	Etd
und:nz805x24500	Pramita Mitra	Sensor Sharing in Mobile Ad-Hoc Networks	Etd
und:nz805x2457d	Diane Marie Lickenbrock	The Effects of Parenting and Marital Functioning on Affect in Early Infancy	Etd
und:nz805x2451b	Chad Lee Hartwig	The Domestication of Origin	Etd
und:nz805x2475b	Jeffrey Madsen	Equations of Rees Algebras and Singularities of Rational Plane Curves	Etd
und:nz805x24740	Kristina Krasich	Gotta Capture 'Em All: How Appealing Distractors Capture Visual Attention	Etd
und:nz805x24771	John E. Derwent	On the Realization of the Morse Inequalities as Equalities	Etd
und:p2676t07f53	Alexander Jeffrey Skiles	Getting Grounded: Essays in the Metaphysics of Fundamentality	Etd
und:p2676t07f3d	Raymond Kenney Walters	Evaluation of a Two-Stage Statistical Learning Design for Genome-Wide Studies	Etd
und:p2676t07f0c	Ze Zhang	Fabrication and Characterization of Heterojunction Backward Diodes Based on the InAs/AlSb/GaSb Material System	Etd
und:p2676t07f4r	Brian Robert Helgans	Turbulent Latent and Sensible Heat Flux in the Presence of Evaporative Droplets	Etd
und:p2676t07g73	Hao Wu	Dynamics and Water Solubility of Ionic Liquids for CO2 Capture Using Molecular Dynamics Simulation	Etd
und:p2676t07h62	Bretton Rodriguez	Narratives of Power: Royal History and the Language of Legitimacy in Medieval Castile	Etd
und:p5547p90q97	Alexandros Lamprou	Probabilistic Life-Cycle Cost: Assessment and Sensitivity Analysis Through Stochastic Ground Motion Modeling for Seismic Hazard	Etd
und:p5547p90r1s	Frank Fuqiang Li	Laser Transmission Spectroscopy: A Discussion of Technique and Studies of Biological Systems	Etd
und:p5547p90q8w	Piyush Milind Ranade	Multi-Scale Grid Geometries for Internal Flow Turbulence Generation	Etd
und:p5547p90r0f	Michael Terry Scancella	Synthesis and Characterisation of Extended Structures of Metal Atoms Interconnected by Polycarboxylic Linkers	Etd
und:p5547p90q7j	Kelly Renee Taylor	Politics and wine don't mix: reconciling contradictions in Arrian's Anabasis	Etd
und:p5547p90t1d	Rachel Baird	The Effect of Misspecifying Random-Effect Time-Varying Predictors as Fixed on Estimates of Other Parameters	Etd
und:p5547p90s6t	Sean M. Kelly	The Tension between Past and Present in the Chorus of <em>Electra</em>: Sophocles and Strauss	Etd
und:p5547p91d6p	Santiago Quintero	Modernidad en la sangre: vampirismo y cultura en América Latina (S. XIX-XXI)	Etd
und:p8418k74056	Justin Dewayne Barfield	The Dereliction of Place	Etd
und:p8418k7407w	Claudia Anewalt-Remsburg	Candidate Cues: Race, Ethnicity, and Partisanship	Etd
und:p8418k74025	Fabian Ernesto Saenz	Functional Analysis of Plasmodium falciparum MAEBL	Etd
und:p8418k7406j	Nathaniel Edward Reed	Discomfort, Dissonance and Prioritization among Individuals with Two Stigmatized Identities	Etd
und:p8418k7434s	Na Yu	Model-Based Design Optimization and Predictive Control to Minimize Energy Consumption of a Building	Etd
und:p8418k7428v	Dania Straughan	Tell Me, Hear Me: A Study on Participant Needs and Dialogue Structure	Etd
und:pc289g57904	Lauren Elizabeth Barton	Size Dependent Structure and Reactivity of Nanohematite	Etd
und:pc289g5791g	Victoria Elizabeth Froude	AC-Electrokinetic Formation, Manipulation, and Induced Release of Lipid and Surfactant Based Vesicles	Etd
und:pc289g57846	David Kopp	Microwave Performance and Fabrication Of Quilt Packaging, a Novel Chip-To-Chip Interconnect Technology	Etd
und:pc289g5789x	Paul Stey	Bayesian Analysis of Children?s Moral Judgments on the Trolley Cases	Etd
und:pc289g5792t	Joseph R Rausch	Investigating Change in Intraindividual Factor Structure Over Time	Etd
und:pc289g57c3s	Kathleen Patricia Ansaldi	Regularity of Tor, LCM-Duals, and Hilbert Functions	Etd
und:pg15bc40j3d	Carleton G Collins	Advanced Studies of Anthracene Containing Squaraine Rotaxanes	Etd
und:pg15bc40j4r	Gabriel LeVerne Converse	Processing and Properties of Hydroxyapatite Whisker Reinforced Polyaryletherketones for Orthopaedic Applications	Etd
und:pg15bc40k5d	Darcy A Davis	Predicting Individual Disease Risk Based on Medical History	Etd
und:pg15bc40k6r	Xiu Xing	Small-Signal Modeling and Microwave Noise Characterization of InGaP/GaAs HBTs	Etd
und:pk02c823v3s	Anand Kumar	Combustion Synthesis of Novel Catalysts for Hydrogen Production from Light Alcohols	Etd
und:pk02c823v2f	Peter James Bui	A Compiler Toolchain for Distributed Data Intensive Scientific Workflows	Etd
und:pk02c823v5g	Cody Daniel Christopherson	Can Happiness Be Successfully Pursued? A Randomized Controlled Trial of the Pursuit and Assessment of Happiness	Etd
und:pk02c823v13	Yuridia Caire	Investigations of proteins important for antibiotic resistance	Etd
und:pk02c823z0p	Matthew W Eng	Validation and Characterization of Host Factors for Dengue Virus in the Vector Mosquito, <em>Aedes aegypti</em><i></i>	Etd
und:pk02c823x53	Peter Sutcliffe	Neural Network Feedforward Control of a Closed-Circuit Wind Tunnel	Etd
und:pn89d50741p	Edit Varga	Experimental Study of Novel Nanomagnet Logic Devices	Etd
und:pn89d50735r	Kathryn L Wagner	Essays in Medicaid Crowd-out for the Disabled	Etd
und:pn89d50740b	Amy Lyn Buchmann	Mathematical and Computational Modeling of Bacterial Motility and Swarming	Etd
und:pn89d507363	Donald Allan Tillotson	Drag Reduction and Directional Control of a Projectile Using Plasma Actuators	Etd
und:pn89d507394	Hyunjin Deborah Kwak	State Repression and Religion: A Statistical Analysis of Religious Groups? Collective Responses to the State	Etd
und:pn89d50753p	Juan Argaez	Structural Change and Regional Income Distribution: The Case of Mexico (1993-2003)	Etd
und:pn89d507661	Austin Gregory Murphy, OSB	The Bible as Inspired, Authoritative, and True according to Saint Augustine	Etd
und:pn89d50762n	Jihyun Won	Phenotypic and Genomic Variations between and within Natural Populations in <em>Daphnia pulex</em>	Etd
und:pr76f190d65	Philip Alan Wingert	Nanoencapsulation of Luminol-Hematin-H2O2 Chemiluminescence in Calcium Phosphate Nanoshells	Etd
und:pr76f190d5t	Kurt Henry Piepenbrink	Understanding the Energetic Basis for T-cell Receptor Recognition	Etd
und:pr76f190d34	Tomas Estrada	Model-Based Networked Control Systems with Intermittent Feedback	Etd
